Invoice No.,Category,Item Name,Final Total,Qty.,Time of day
20256,Cold Coffee,Madagascar Chocochip Frappe (350 ML),349.99,1,Afternoon
20255,Manual Brew,Pour Over,284.76,1,Afternoon
20255,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Afternoon
20254,Hot Coffee,Americano (250 ML),202.61,1,Afternoon
20253,Food Menu,Baked Vada Pav,160,2,Afternoon
20252,Hot Coffee,Flat White 250 Ml,239.99,1,Afternoon
20251,Food Menu,Calzones Veg (Calzone Paneer),70.01,1,Afternoon
20250,Hot Coffee,South Indian Filter Kaapi (250 ML),239.99,1,Afternoon
20249,Cold Coffee,Vietnamese (350 Ml),347.69,1,Afternoon
20249,Food Menu,Baked Vada Pav,67.06,1,Afternoon
20248,Hot Coffee,Flat White 250 Ml,160,1,Afternoon
20247,Cold Coffee,Madagascar Chocochip Frappe (450 ML),390.01,1,Afternoon
20246,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Afternoon
20246,Cold Coffee,Classic Frappe (350 ML),301.19,1,Afternoon
20245,Hot Coffee,Cafe Latte (250 ML),246.44,1,Afternoon
20245,Hot Coffee,Cappucino (250 ML),246.44,1,Afternoon
20245,Extra Toppings,Add On Syrup (Add On Tiramisu Syrup),54.76,1,Afternoon
20244,Food Menu,Chicken Calzone,76.68,1,Afternoon
20244,Food Menu,Baked Vada Pav,87.61,1,Afternoon
20244,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Afternoon
20244,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.68,1,Afternoon
20244,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Afternoon
20244,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Afternoon
20244,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
20244,Milk,OAT MILK (200 ML),82.15,1,Afternoon
20244,Cold Coffee,Iced Americano (350 ML),202.61,1,Afternoon
20244,Hot Coffee,Americano (350 ML),230,1,Afternoon
20244,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.91,1,Afternoon
20244,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Afternoon
C2205,Food Menu,Baked Vada Pav,76.19,1,Afternoon
C2204,Food Menu,Baked Vada Pav,76.19,1,Afternoon
20243,Cold Coffee,Iced Americano (450 Ml),288.75,1,Afternoon
C2203,Sweet,Papparoti (Plain),166.67,1,Afternoon
20242,Hot Coffee,Sea Salt Dark Mocha (350 ML),315,1,Day
20242,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),70.01,1,Day
20241,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Day
20241,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Day
20240,Cold Coffee,Origanal South Indian Frappe (350 ML),315,1,Day
20239,Hot Coffee,Cappucino (250 ML),246.44,1,Day
20238,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Day
20238,Cold Coffee,Origanal South Indian Frappe (450 ML),383.32,1,Day
20237,Cold Coffee,Classic Frappe (350 ML),285.01,1,Day
20237,Food Menu,Berliners (Nutella Berliner),79.99,1,Day
20236,Cold Coffee,Classic Frappe (450 Ml),791.5,2,Day
20235,Hot Coffee,Kaapicino (250 ML),235.48,1,Day
20234,Hot Coffee,Cappucino (250 ML),246.44,1,Day
20234,Cold Coffee,Iced Americano (350 ML),202.61,1,Day
20233,Hot Coffee,Kaapicino (250 ML),235.48,1,Day
20233,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Day
20233,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Day
20232,Food Menu,Calzones Veg (Calzone Paneer),70.01,1,Day
20232,Food Menu,Calzones Veg (Calzone Veg),70.01,1,Day
20232,Savouries,Whole Wheat Ladi Pav 4 Pc,50,1,Day
20232,Sweet,Papparoti (Plain),350,2,Day
20231,Hot Coffee,Cappucino (250 ML),590,2,Day
20230,Cold Coffee,Classic Frappe (350 Ml),298,1,Night
20229,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
20228,Sweet,Gluten Free Hazelnut Brownie,170,1,Night
20228,Hot Coffee,Kaapicino (250 ML),225.01,1,Night
20228,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),50,1,Night
20227,Food Menu,Baked Pav Bhaji,79.99,1,Night
20226,Cold Coffee,Almond Frappe (350 ML),668.1,2,Night
20225,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),87.61,1,Night
20225,Food Menu,Baked Pav Bhaji,87.61,1,Night
20224,Cold Coffee,Origanal South Indian Frappe (450 Ml),357.75,1,Night
20223,Hot Coffee,Americano (250 ML),134.99,1,Night
20222,Cold Coffee,Classic Frappe (350 ML),602.38,2,Night
20222,Cold Coffee,Iced Latte (350 ML),492.86,2,Night
20222,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
20222,Cold Coffee,Almond Frappe (350 ML),334.05,1,Night
20222,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),109.52,2,Night
20222,Cold Coffee,Caramel Frappe (350 ML),350.48,1,Night
20221,Sweet,Gluten Free Hazelnut Brownie,170,1,Night
20221,Food Menu,Baked Vada Pav,79.99,1,Night
20221,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,79.99,1,Night
20220,Food Menu,Chicken Calzone,153.33,2,Night
20220,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
20219,Cold Coffee,Hazelnut Frappe (350 ML),668.1,2,Night
20219,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
20218,Cold Coffee,Almond Frappe (350 ML),320,1,Night
20218,Food Menu,Hyderabadi Chicken Keema Pav,79.99,1,Night
20218,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),79.99,1,Night
20217,Food Menu,Calzone Mix 2 Pc (Calzone Paneer),71.19,1,Night
20217,Food Menu,Chicken Calzone,76.68,1,Night
20216,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
20216,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
20215,Cold Coffee,Sea Salt Dark Mocha Frappe (350 ML),383.32,1,Night
20215,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
20215,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
20214,Hot Coffee,South Indian Filter Kaapi (250 ML),189.99,1,Night
20213,Cold Coffee,Classic Frappe (350 ML),285.01,1,Night
20212,Sweet,Papparoti (Plain),175.01,1,Night
20212,Cold Coffee,Hazelnut Frappe (350 ML),320,1,Night
20211,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
20210,Cold Coffee,Classic Frappe (350 ML),570,2,Night
20209,Cold Coffee,Classic Frappe (350 ML),1807.1,6,Night
20209,Sweet,Papparoti (Plain),191.68,1,Night
20208,Food Menu,Baked Vada Pav,175.24,2,Night
20208,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Night
20208,Food Menu,Berliners (Nutella Berliner),76.68,1,Night
20207,Savouries,White Loaf Bread,120.48,1,Night
20206,Hot Chocolate,Madagascar Hot Chocolate (350 ML),383.32,1,Night
20206,Hot Coffee,Sea Salt Dark Mocha (350 ML),328.56,1,Night
20206,Hot Coffee,Flat White 250 Ml,262.85,1,Night
20205,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),668.1,2,Night
20204,Cold Coffee,Classic Frappe (450 Ml),315.75,1,Night
20203,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
20203,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
20203,Food Menu,Baked Vada Pav,175.24,2,Night
20202,Cold Coffee,Classic Frappe (350 ML),602.39,2,Night
20202,Hot Coffee,Americano (250 ML),202.61,1,Night
20201,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
20201,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.68,1,Night
20201,Food Menu,Yellow Banana Chips 60 Gm,197.14,3,Night
20201,Food Menu,Spicy Banana Chips 60 Gm,262.84,4,Night
20200,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
20200,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
20200,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
20200,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
20199,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),87.61,1,Night
20198,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
20197,Hot Coffee,South Indian Filter Kaapi (150 ML),306.68,2,Night
20197,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Night
20197,Hot Coffee,Cafe Mocha (250 ML),257.39,1,Night
20196,Hot Coffee,Cappucino (250 ML),198.16,1,Night
20196,Hot Coffee,Americano (250 ML),162.92,1,Night
20196,Cold Coffee,Madagascar Chocochip Frappe (350 ML),295.03,1,Night
20195,Cold Coffee,Origanal South Indian Frappe (350 ML),668.1,2,Night
20195,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
20194,Hot Coffee,South Indian Filter Kaapi (150 ML),306.68,2,Night
20193,Food Menu,Spicy Banana Chips 60 Gm,65.71,1,Night
20193,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
20193,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
20193,Food Menu,Hyderabadi Soya Keema Pav,87.61,1,Night
20192,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
20192,Coffee Coolers,Espresso Tonic (Tonic Water),328.56,1,Night
20191,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (2 PCS),164.29,1,Night
20191,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
20191,Extra Toppings,Add On Syrup (Add On Vanilla Syrup),54.76,1,Night
20191,Food Menu,Baked Vada Pav,87.61,1,Night
20191,Food Menu,Baked Vada Pav,87.61,1,Night
20191,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
20190,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
20190,Food Menu,Chicken Calzone,76.68,1,Night
20190,Food Menu,Calzones Veg (Calzone Veg),76.68,1,Night
20189,Cold Coffee,Hazelnut Frappe (450 ML),365,1,Night
20189,Food Menu,Berliners (Blueberry Cheese Cake Berliner),79.99,1,Night
20188,Food Menu,Hyderabadi Chicken Keema Pav,438.09,5,Night
20188,Food Menu,Hyderabadi Chicken Keema Pav,175.24,2,Night
20188,Food Menu,Chicken Calzone,230,3,Night
20187,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
20187,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
20186,Hot Coffee,Cappucino (250 ML),235.01,1,Night
20186,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),50,1,Night
20185,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Night
20184,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
20184,Sweet,Papparoti (Plain),191.68,1,Night
20183,Cold Coffee,Vietnamese (350 ML),320,1,Night
20183,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Night
20182,Hot Chocolate,Hot Chocolate (350 ML),350.48,1,Night
20181,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
20181,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
20181,Hot Coffee,Cafe Latte (250 ML),246.44,1,Night
C2202,Food Menu,Tartlets (kodai cheese tartlet),47.62,1,Night
20180,Cold Coffee,Hazelnut Frappe (450 ML),454.99,1,Night
20179,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
20179,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
20178,Cold Coffee,Origanal South Indian Frappe (350 ML),668.09,2,Night
20177,Sweet,Choco-crinkle-cookies (with Egg) (COMBO 3 PCS),70.01,1,Night
20177,Hot Coffee,Sea Salt Dark Mocha (350 ML),390.01,1,Night
C2201,Hot Coffee,Americano (250 ML),176.19,1,Night
C2200,Cold Coffee,Origanal South Indian Frappe (350 ML),290.48,1,Night
20176,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Night
20175,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Night
20174,Cold Coffee,Classic Frappe (350 ML),602.39,2,Evening
20174,Milk,OAT MILK (200 ML),82.15,1,Evening
20173,Hot Coffee,Flat White 250 Ml,262.85,1,Evening
20173,Hot Coffee,Kaapicino (250 ML),235.48,1,Evening
20173,Milk,OAT MILK (200 ML),82.15,1,Evening
20172,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Evening
20171,Hot Coffee,Kaapicino (250 ML),235.48,1,Evening
20170,Cold Coffee,Iced Americano (350 ML),202.61,1,Evening
C2199,Food Menu,Hyderabadi Chicken Keema Pav,76.19,1,Evening
C2199,Food Menu,Chicken Calzone,66.67,1,Evening
20169,Food Menu,Baked Vada Pav,87.61,1,Evening
20169,Food Menu,Hyderabadi Soya Keema Pav,87.61,1,Evening
20168,Hot Coffee,Cafe Latte (250 ML),470,2,Evening
20168,Extra Toppings,Add On Syrup (Add On Vanilla Syrup),100,2,Evening
20168,Sweet,Papparoti (Plain),175.01,1,Evening
20167,Cold Coffee,Origanal South Indian Frappe (350 ML),668.09,2,Evening
20167,Hot Coffee,Kaapicino (250 ML),235.48,1,Evening
20167,Sweet,Papparoti (Plain),191.68,1,Evening
20166,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
20166,Cold Coffee,Almond Frappe (350 ML),334.05,1,Evening
20166,Cold Coffee,Sea Salt Dark Mocha Frappe (350 ML),383.32,1,Evening
20166,Food Menu,Tartlets (Kacha Nimbu Tartlet),54.76,1,Evening
20166,Food Menu,Tartlets (Filter Kaapi Tartlet),54.76,1,Evening
20166,Sweet,Papparoti (Plain),191.68,1,Evening
20166,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Evening
20166,Sweet,Papparoti (Plain),191.68,1,Evening
20165,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Evening
20165,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Evening
20164,Cold Coffee,Iced Latte (350 ML),492.85,2,Evening
20163,Hot Coffee,South Indian Filter Kaapi (250 ML),189.99,1,Evening
C2198,Food Menu,Tartlets (chocolate Tartlet),47.62,1,Evening
C2198,Food Menu,Tartlets (Salted Caramel Tartlet),47.62,1,Evening
20162,Hot Coffee,Flat White 250 Ml,239.99,1,Evening
20161,Cold Coffee,Iced Latte (350 ML),246.44,1,Evening
20160,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Evening
C2197,Cold Coffee,Origanal South Indian Frappe (350 ML),290.48,1,Evening
20159,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Evening
20159,Sweet,Papparoti (Plain),191.68,1,Evening
20159,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Evening
20159,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Evening
20159,Food Menu,Baked Vada Pav,87.61,1,Evening
20159,Sweet,Papparoti (Plain),191.68,1,Evening
20158,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Evening
20158,Sweet,Papparoti (Plain),191.68,1,Evening
20157,Hot Coffee,Double Restritto 44 Ml,180.71,1,Afternoon
20152,Food Menu,Yellow Banana Chips 60 Gm,60,1,Afternoon
20156,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
20156,Hot Coffee,ESPRESSO (30 ML),153.32,1,Afternoon
20155,Manual Brew,Cold Brew,315,1,Afternoon
20154,Hot Chocolate,Hot Chocolate (350 ML),415,1,Afternoon
20154,Food Menu,Spicy Banana Chips 60 Gm,156,2,Afternoon
20153,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Afternoon
20153,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Afternoon
20152,Hot Coffee,South Indian Filter Kaapi (250 ML),189.99,1,Afternoon
20151,Cold Coffee,Iced Latte (350 ML),235.01,1,Afternoon
20150,Hot Coffee,Cappucino (350 Ml),261.25,1,Afternoon
20149,Hot Coffee,Sea Salt Dark Mocha (350 ML),315,1,Afternoon
20148,Cold Coffee,Classic Frappe (350 ML),903.55,3,Afternoon
20148,Food Menu,Berliner Mix 3 Pcs (Nutella Berliner),65.71,1,Afternoon
20148,Food Menu,Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner),65.71,1,Afternoon
20148,SEASONAL MENU,Rosella Cheesecake Berliner,87.61,1,Afternoon
20147,Hot Coffee,South Indian Filter Kaapi (250 ML),239.99,1,Afternoon
20146,Cold Coffee,Almond Frappe (350 ML),334.05,1,Afternoon
20146,Sweet,Papparoti (Plain),191.68,1,Afternoon
20146,Cold Coffee,Iced Americano (350 ML),202.61,1,Afternoon
20146,SEASONAL MENU,Rosella Cheesecake Berliner,87.61,1,Afternoon
C2196,Food Menu,Baked Vada Pav,76.19,1,Afternoon
C2195,Food Menu,Chicken Calzone,66.67,1,Afternoon
20145,Food Menu,Baked Vada Pav,79.99,1,Afternoon
C2194,Hot Coffee,South Indian Filter Kaapi (150 ML),690.5,5,Afternoon
20144,Cold Coffee,Origanal South Indian Frappe (350 ML),315,1,Afternoon
20144,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),320,1,Afternoon
20143,Cold Coffee,Almond Frappe (350 ML),320,1,Afternoon
20142,Cold Coffee,Bon Bon (350 ML),394.99,1,Afternoon
20141,Cold Coffee,Classic Frappe (450 Ml),335.75,1,Afternoon
20140,Cold Coffee,Iced Latte (350 ML),246.44,1,Afternoon
20140,Cold Coffee,Vanilla Praline (350 ML),350.48,1,Afternoon
20140,Sweet,Papparoti (Plain),191.68,1,Afternoon
20140,Food Menu,Mix Tartlet 3 Pcs (chocolate Tartlet),49.29,1,Afternoon
20140,Food Menu,Mix Tartlet 3 Pcs (salted Caramel tartlet),49.29,1,Afternoon
20140,Food Menu,Mix Tartlet 3 Pcs (Filter Kaapi Tartlet),49.29,1,Afternoon
20139,Cold Coffee,Classic Frappe (450 ML),310,1,Afternoon
C2193,Hot Coffee,South Indian Filter Kaapi (150 ML),666.65,5,Afternoon
C2193,Cold Coffee,Origanal South Indian Frappe (350 ML),290.48,1,Afternoon
C2192,Hot Coffee,South Indian Filter Kaapi (250 ML),176.19,1,Afternoon
20138,Sweet,Papparoti (Plain),191.68,1,Afternoon
20138,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Afternoon
20137,Cold Coffee,Classic Frappe (350 ML),301.19,1,Afternoon
20136,Cold Coffee,Almond Frappe (350 ML),668.09,2,Afternoon
20135,Cold Coffee,Classic Frappe (350 ML),301.19,1,Afternoon
20135,Cold Coffee,Almond Frappe (350 ML),334.05,1,Afternoon
20135,Extra Toppings,Add On Syrup (Add On Nutella sauce),76.68,1,Afternoon
20134,Hot Coffee,Sea Salt Dark Mocha (250 ML),301.19,1,Day
20134,Cold Coffee,Iced Mocha (450 ML),345,1,Day
20133,Hot Coffee,Americano (250 ML),202.61,1,Day
20132,Cold Coffee,Nariyal Irish Cream Frappe (350 Ml),334.75,1,Day
20131,Cold Coffee,Iced Latte (350 ML),235.01,1,Day
20130,Hot Coffee,Kaapicino (250 ML),235.48,1,Day
20130,Hot Coffee,Americano (250 ML),202.61,1,Day
20129,Cold Coffee,Iced Latte (450 ML),260,1,Day
20129,Extra Toppings,Add On Syrup (Add On Vanilla Syrup),50,1,Day
20128,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Day
20127,Food Menu,Mix Tartlet 6 Pcs (Filter Kaapi Tartlet),80.02,2,Day
20127,Food Menu,Mix Tartlet 6 Pcs (chocolate Tartlet),40,1,Day
20127,Food Menu,Mix Tartlet 6 Pcs (salted Caramel tartlet),40,1,Day
20127,Food Menu,Mix Tartlet 6 Pcs (kodai cheese tartlet),40,1,Day
20127,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),70.01,1,Day
20127,Food Menu,Berliner Mix 3 Pcs (Nutella Berliner),180,3,Day
20127,Food Menu,Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner),120,2,Day
20127,SEASONAL MENU,Rosella Cheesecake Berliner,79.99,1,Day
20127,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Day
20126,Hot Coffee,Americano (250 ML),189.99,1,Day
20125,Cold Coffee,Iced Americano (350 ML),189.99,1,Day
20125,Food Menu,Calzones Veg (Calzone Paneer),70.01,1,Day
20124,Hot Coffee,Cappucino (250 ML),246.44,1,Day
20124,Hot Coffee,Cafe Latte (250 ML),246.44,1,Day
20124,Hot Coffee,ESPRESSO (60 ML),175.24,1,Day
20123,Cold Coffee,Classic Frappe (450 Ml),335.75,1,Day
20122,Hot Coffee,Sea Salt Dark Mocha (350 ML),315,1,Night
20121,Cold Coffee,Caramel Frappe (450 ML),365,1,Night
20120,Coffee Coolers,Malnad Tonic (choice Of Tonic),345,1,Night
20119,Hot Coffee,Cafe Mocha (250 ML),490.01,2,Night
20118,Coffee Coolers,Malnad Tonic (choice Of Tonic),345,1,Night
20117,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (1 PIC),525.71,6,Night
20117,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,525.71,6,Night
20117,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
20117,Cold Coffee,Vietnamese (350 ML),668.1,2,Night
20116,Hot Coffee,Cappucino (350 ML),260,1,Night
20115,Cold Coffee,Classic Frappe (350 Ml),278,1,Night
20114,Hot Coffee,South Indian Filter Kaapi (250 ML),380,2,Night
20113,Sweet,Papparoti (Plain),175.01,1,Night
20113,Food Menu,Baked Vada Pav,79.99,1,Night
20113,Cold Coffee,Origanal South Indian Frappe (350 ML),315,1,Night
20113,Hot Coffee,Cafe Mocha (250 ML),244.99,1,Night
20112,Cold Coffee,Iced Latte (450 ML),260,1,Night
20111,Cold Coffee,Iced Americano (450 Ml),168.75,1,Night
20110,Hot Coffee,Cappucino (350 ML),821.45,3,Night
20109,Cold Coffee,Hazelnut Frappe (350 ML),640,2,Night
20109,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Night
20108,Sweet,Papparoti (Plain),191.68,1,Night
20108,Cold Coffee,Bon Bon (350 ML),334.05,1,Night
20108,Cold Coffee,Hazelnut Frappe (350 ML),668.1,2,Night
20108,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
20107,Hot Coffee,South Indian Filter Kaapi (150 ML),306.67,2,Night
20106,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
20106,Hot Coffee,Cappucino (250 ML),246.44,1,Night
20106,Milk,ALMOND MILK (200 ML),98.56,1,Night
20105,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
20105,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
20105,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
20105,Cold Coffee,Caramel Frappe (350 ML),350.48,1,Night
20104,Food Menu,Berliner Mix 3 Pcs (Blueberry Cheese Cake Berliner),131.43,2,Night
20104,Food Menu,Berliner Mix 3 Pcs (Dark Choco Mousse Berliner),65.71,1,Night
20104,Food Menu,Berliner Mix 3 Pcs (Nutella Berliner),131.43,2,Night
20104,Sweet,Papparoti (Plain),191.68,1,Night
20104,Sweet,Choco-crinkle-cookies (COMBO 6 PCS),142.39,1,Night
20104,Food Menu,Baked Vada Pav,262.85,3,Night
20104,Food Menu,Calzones Veg (Calzone Veg),76.68,1,Night
20104,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
20104,Cold Coffee,Caramel Frappe (350 ML),350.48,1,Night
20104,Cold Coffee,Almond Frappe (350 ML),334.05,1,Night
20104,Food Menu,Baked Pav Bhaji,175.24,2,Night
20104,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
20103,Cold Coffee,Vanilla Praline (350 ML),350.48,1,Night
20103,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
20103,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
20102,Cold Coffee,Madagascar Chocochip Frappe (350 ML),349.99,1,Night
20102,Cold Coffee,Hazelnut Frappe (350 ML),320,1,Night
20102,Cold Coffee,Vietnamese (350 ML),320,1,Night
20102,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),320,1,Night
20102,Cold Coffee,Bon Bon (350 ML),320,1,Night
20101,Cold Coffee,Madagascar Chocochip Frappe (350 Ml),336.75,1,Night
20100,SEASONAL MENU,Rosella Cheesecake Berliner,87.61,1,Night
20100,Sweet,Gluten Free Hazelnut Brownie,186.19,1,Night
20099,Food Menu,Tartlets (chocolate Tartlet),54.76,1,Night
20099,Food Menu,Tartlets (Salted Caramel Tartlet),54.76,1,Night
20099,SEASONAL MENU,Strawbery Rosella Frangipani Tart,54.76,1,Night
20099,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
20098,Cold Coffee,Vietnamese (350 ML),34.12,1,Night
20098,Cold Coffee,Vanilla Praline (350 ML),71.61,2,Night
20098,Cold Coffee,Madagascar Chocochip Frappe (350 ML),74.95,2,Night
20097,Milk,Oat Milk (150 ML),81.08,1,Night
20097,Hot Chocolate,Madagascar Hot Chocolate (350 ML),368.92,1,Night
20096,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
20096,Cold Coffee,Madagascar Chocochip Frappe (450 ML),410.71,1,Night
20095,Cold Coffee,Classic Frappe (450 Ml),315.75,1,Night
20094,Hot Coffee,Cafe Latte (350 ML),273.81,1,Night
20093,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
20093,Sweet,Papparoti (Plain),191.68,1,Night
20092,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
20092,Cold Coffee,Hazelnut Frappe (450 ML),383.32,1,Night
20092,Food Menu,Baked Vada Pav,87.61,1,Night
20091,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
20091,Cold Coffee,Vietnamese (450 ML),383.32,1,Night
20090,Cold Coffee,Hazelnut Frappe (450 ML),383.32,1,Night
20090,Food Menu,Baked Vada Pav,87.61,1,Night
20089,Food Menu,Yellow Banana Chips 60 Gm,65.71,1,Night
20089,Food Menu,Spicy Banana Chips 60 Gm,131.43,2,Night
20088,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Night
20088,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
20088,Hot Coffee,Cafe Latte (250 ML),246.44,1,Night
20088,Extra Toppings,Add On Syrup (Add On Cinnamon Syrup),54.76,1,Night
20087,Cold Coffee,Origanal South Indian Frappe (450 Ml),357.75,1,Night
20086,Food Menu,Chicken Calzone,76.68,1,Night
20086,Hot Chocolate,Madagascar Hot Chocolate (250 ML),657.14,2,Night
20085,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
20085,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
20085,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
20084,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Night
20084,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
20084,Cold Coffee,Vanilla Praline (350 ML),350.48,1,Night
20084,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
20084,Sweet,Papparoti (Plain),191.68,1,Night
20084,Food Menu,Baked Vada Pav,87.61,1,Night
20083,Food Menu,Baked Pav Bhaji,79.99,1,Night
20083,Food Menu,Calzones Veg (Calzone Paneer),70.01,1,Night
20083,Hot Coffee,South Indian Filter Kaapi (250 ML),380,2,Night
20083,Food Menu,Chicken Calzone,70.01,1,Night
